smiles,grammar,rdkit,direction,rdkit_reason,seed
C[C@@H](#C(=O)NCCs=CC(=C(C=C2C[C@H]1C(=O)O)OC)OC)N[C@@H](CCC3=CC=CC=C3)C(=O)O,True,False,LEAK,syntax (ring closure / parens / token),C[C@@H](#C(=O)N1CC2=CC(=C(C=C2C[C@H]1C(=O)O)OC)OC)N[C@@H](CCC3=CC=CC=C3)C(=O)O
C1CCC8(C)C(CC#oN)NCC=C(C=N2)C=24C=CNC,True,False,LEAK,syntax (ring closure / parens / token),C1CCC8(C1)C(CC#oN)NCC=C(C=N2)C=24C=CNC
CC[C@@H](CO)NC(=O)[C@H]1C[NH+]([C@@H]2Cc3c[nH]c4cc(ccc4)C2=C1)C,True,False,LEAK,syntax (ring closure / parens / token),CC[C@@H](CO)NC(=O)[C@H]1C[NH+]([C@@H]2Cc3c[nH]c4c3c(ccc4)C2=C1)C
C[NH+](C)CC/C=C\1/c2ccccc2Sc3ccc(cc)Cl,True,False,LEAK,syntax (ring closure / parens / token),C[NH+](C)CC/C=C\1/c2ccccc2Sc3c1cc(cc3)Cl
c1ccc(cc1)C(CCC[NH3+]24CCCCC2)(c3ccccc)O,True,False,LEAK,syntax (ring closure / parens / token),c1ccc(cc1)C(CCC[NH3+]2CCCCC2)(c3ccccc)O
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=2C(C=C5)F,True,False,LEAK,syntax (ring closure / parens / token),C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
C(CN(CC(=O)O=CC(=O)O)N(CC(=O)O)C1C=O)O,True,False,LEAK,syntax (ring closure / parens / token),C(CN(CC(=O)O=CC(=O)O)N(CC(=O)O)CC=O)O
CC1([C@@H](N2[C@H](S1)[Cs@@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)[NH3+])C(=O)[O-])C,True,False,LEAK,valence too high,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)[NH3+])C(=O)[O-])C
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)6,True,False,LEAK,syntax (ring closure / parens / token),CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
CC1(OC2CC3C4C8C5=CC(=O)CCC5(C4(C(CC3(C(O1)C(=O)CCl)C)O)F)C)C,True,False,LEAK,syntax (ring closure / parens / token),CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C
CC(C)(C(=O)O)OC1=CC=C(C=C1)\CCNC(=O)C2=CC=C(C=C2)=Cl,True,False,LEAK,valence too high,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1[NH3+])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O)CO)O)[NH3+])O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)C[NH3+])O)[NH3+])[NH3+],True,False,LEAK,syntax (ring closure / parens / token),C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1[NH3+])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)[NH3+])O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)C[NH3+])O)[NH3+])[NH3+]
c15c(ccc1(=O3)CC(=O)[O-])N,True,False,LEAK,syntax (ring closure / parens / token),c15cc(ccc1C(=O3)CC(=O)[O-])N
[H]/[NH+]=C(/C=CC(=O)/C(=C\C=c2ccc(=C([NH3+])N)cc2)/C=C1)\6N,True,False,LEAK,syntax (ring closure / parens / token),[H]/[NH+]=C(/C=CC(=O)/C(=C\C=c2ccc(=C([NH3+])N)cc2)/C=C1)\N
Cc1ccc6c(c1)C[NH+]2CCN(CC2)C(c3ccccc33)c4ccc(cc4)Cl,True,False,LEAK,syntax (ring closure / parens / token),Cc1ccc6c(c1)C[NH+]2CCN(CC2)C(c3ccccc3)c4ccc(cc4)Cl
c1cnc25s3c(cc2n1)[C@@H3]4C[C@H]3C[NH2+]C4,True,False,LEAK,syntax (ring closure / parens / token),c1cnc25c3c(cc2n1)[C@@H]4C[C@H]3C[NH2+]C4
CC(O)(C)C(C=CC51=CC2=C(C=C1)O3CO2)C,True,False,LEAK,syntax (ring closure / parens / token),CC(O)(C)C(C=CC1=CC2=C(C=C1)O3CO2)C
CC(CN1CC(=O))C(=ONC1)N2C5C(=O)\NcC(=O)C2,True,False,LEAK,syntax (ring closure / parens / token),CC(CN1CC(=O))C(=ONC1)N2C5C(=O)NC(=O)C2
C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1[NH3+])PO[C@H]#2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)[NH3+])O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)C[NH3+])O)[NH3+])[NH3+],True,False,LEAK,valence too high,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1[NH3+])O[C@H]#2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)[NH3+])O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)C[NH3+])O)[NH3+])[NH3+]
c1cc(cccC[C@@H](C(=O3)[O-])[NH3+]5)O,True,False,LEAK,syntax (ring closure / parens / token),c1cc(ccc1C[C@@H](C(=O3)[O-])[NH3+]5)O
C1CCC,True,False,LEAK,syntax (ring closure / parens / token),C1CCC8(C1)C(CC#oN)NCC=C(C=N2)C=24C=CNC
CSOc1nc2ccc,True,False,LEAK,syntax (ring closure / parens / token),CCOc1nc2ccc
CC[NH+](CCCC(C)-Nc1cc\[nH+]cc1ccc(c2)Cl)2CO,True,False,LEAK,valence too high,CC[NH+](CCCC(C)Nc1cc[nH+]cc1ccc(c2)Cl)2CO
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC1=CCCC3,True,False,LEAK,syntax (ring closure / parens / token),COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
C3NS(=O)(=O)CCc1ccc2c(c1)(c[nH]2)H3CC[NH+](CC3)C,True,False,LEAK,syntax (ring closure / parens / token),CNS(=O)(=O)CCc1ccc2c(c1)(c[nH]2)C3CC[NH+](CC3)C
CC(C5)(C)NCC(COC1=CC=CC=C1C2CCCC2)O,True,False,LEAK,syntax (ring closure / parens / token),CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O
C11nCC(=CC=C1C#N)C(C2=CC=C(C=C2)3#N)N3C=NC=N,True,False,LEAK,syntax (ring closure / parens / token),C11=CC(=CC=C1C#N)C(C2=CC=C(C=C2)3#N)N3C=NC=N3
CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C2(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C3)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,True,False,LEAK,syntax (ring closure / parens / token),CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
C[NH+](C)CCN(Cc1ccc(cc1)#OC)c2ccccn2,True,False,LEAK,valence too high,C[NH+](C)CCN(Cc1ccc(cc1)OC)c2ccccn2
CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cc5ccc2)4[C@@H]([C@H](Cc3cc4ccc3)NC(=O)OCcCcncs4)O,True,False,LEAK,syntax (ring closure / parens / token),CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cc5ccc2)C[C@@H]([C@H](Cc3cc4ccc3)NC(=O)OCc4cncs4)O
c1cn,True,False,LEAK,syntax (ring closure / parens / token),c1cnc25c3c(cc2n1)[C@@H]4C[C@H]3C[NH2+]C4
CCCCC(=O)N(Cc1ccc(cc1)c2cccc2c3[n-]nOnn3)[C@@H](C(C)Cs)C(=O9)[O-],True,False,LEAK,syntax (ring closure / parens / token),CCCCC(=O)N(Cc1ccc(cc1)c2cccc2c3[n-]nOnn3)[C@@H](C(C)C)C(=O9)[O-]
CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C=C)O)O)C,True,False,LEAK,syntax (ring closure / parens / token),CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
CC(C)(C)C(C=C#C1=CC2=C(C=C1)OCO2)3O,True,False,LEAK,syntax (ring closure / parens / token),CC(C)(C)C(C=C#C1=CC2=C(C=C1)OCO2)O
c1cnc(nc1)[N-]S(=O)(=ONc2ccc(cc2)),True,False,LEAK,valence too high,c1cnc(nc1)[N-]S(=O)(=O)c2ccc(cc2)N
c12cc(ccO1N)S(=O)(=c)c2ccc(cc2)N,True,False,LEAK,syntax (ring closure / parens / token),c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N
CCN1C=C(C(=O)C2=CC(=C(C=C219)N3CCNCC)F)C(=O)O,True,False,LEAK,syntax (ring closure / parens / token),CCN1C=C(C(=O)C2=CC(=C(C=C219)N3CCNCC3)F)C(=O)O
c61ccn2c(c1)nn(c2=O)CCC[7NH+]3CCN(CC3)c4cccc(c)Cl,True,False,LEAK,syntax (ring closure / parens / token),c61ccn2c(c1)nn(c2=O)CCC[7NH+]3CCN(CC3)c4cccc(c4)Cl
CCOC(=O)C(CC61=CC=CC=C1)NC(C)C(s=O)N2CC3=CC=CC=C3CC2C(=O)O,True,False,LEAK,syntax (ring closure / parens / token),CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O
CC(CN1C=NC2=C1N=CN=CN)OC/P(=O)(O)O,True,False,LEAK,syntax (ring closure / parens / token),CC(CN1C=NC2=C1N=CN=C2N)OCP(=O)(O)O
cNS(=O)(=O)CCc1ccc2c(c1)(c\[nH]2)C3CC[NH+9](CC3)C,True,False,LEAK,aromaticity / kekulization,cNS(=O)(=O)CCc1ccc2c(c1)(c[nH]2)C3CC[NH+](CC3)C
CCOC(=O)CCCCCCCCC(C)cccccc1I,True,False,LEAK,syntax (ring closure / parens / token),CCOC(=O)CCCCCCCCC(C)c1ccccc1I
CC(C)NCC(COC11=CC=CC27=CC=C=C2)O,True,False,LEAK,syntax (ring closure / parens / token),CC(C)NCC(COC11=CC=CC27=CC=CC=C2)O
CCOc1nc26ccc(c2n1C5c3ccc(cc3)c4ccc=cc4c5[nH]oc(=O)4n5)C(=O)OCc6c(oc(=O)o6)C,True,False,LEAK,syntax (ring closure / parens / token),CCOc1nc26ccc(c2n1Cc3ccc(cc3)c4ccc=cc4c5[nH]oc(=O)4n5)C(=O)OCc6c(oc(=O)o6)C
CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)cC,True,False,LEAK,aromaticity / kekulization,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
CC=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)[O-])/C)/C,True,False,LEAK,syntax (ring closure / parens / token),CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)[O-])/C)/C
CC[NH+](CC)C(C)CNc2ccccc2Sc3c1cccc3,True,False,LEAK,syntax (ring closure / parens / token),CC[NH+](CC)C(C)CN1c2ccccc2Sc3c1cccc3
C3C(C4)c1cccc(c1OCOP(=O)([O-])[O-])C(C)C,True,False,LEAK,syntax (ring closure / parens / token),CC(C4)c1cccc(c1OCOP(=O)([O-])[O-])C(C)C
C1CN8(CCC1NC=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,True,False,LEAK,syntax (ring closure / parens / token),C1CN8(CCC1N2C=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)OC(=O)C)OC)C)C)#C)OC(=O)C)C)C)OC(=O)C)[NH+](C)C,True,False,LEAK,valence too high,C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)[NH+](C)C
CC(C)CN(C[C@H]([C@H](Cc1cHcccc1)NC(=O)O[C@H]/CO[C@@H][C@H]2CCO3)2O)S(=O)(=O)c54ccc,True,False,LEAK,syntax (ring closure / parens / token),CC(C)CN(C[C@H]([C@H](Cc1cHcccc1)NC(=O)O[C@H]/CO[C@@H]3[C@H]2CCO3)2O)S(=O)(=O)c4ccc
CN1CCC3C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,True,False,LEAK,syntax (ring closure / parens / token),CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC33C)O)C)C(=O)CO,True,False,LEAK,syntax (ring closure / parens / token),CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC343C)O)C)C(=O)CO
CC[NH+](CC)C3CN19c2ccc(cc2C(=NCC1=O)c3ccccc3F)Cl,True,False,LEAK,syntax (ring closure / parens / token),CC[NH+](CC)CCN1c2ccc(cc2C(=NCC1=O)c3ccccc3F)Cl
CC(C4)NC(=O)C1=CC=C(C=C1)CNN2,True,False,LEAK,syntax (ring closure / parens / token),CC(C4)NC(=O)C1=CC=C(C=C1)CNNC
CC(C)NCC(COC1=CC=CCo7=CC=CC=C2)O,True,False,LEAK,syntax (ring closure / parens / token),CC(C)NCC(COC11=CC=CC27=CC=CC=C2)O
CC(C=SCC=9C(COC1)C(=O)C2=CC=CS2)C(=O)O,True,False,LEAK,syntax (ring closure / parens / token),CC(C=SCC=9C(C=C1)C(=O)C2=CC=CS2)C(=O)O
C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCC[NH2+]C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)N)NC(=O)[C@H](Cc2ccc(cc2)O)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](Cc3cccnc3)NC(=O)[C@@H](Cc4ccc(cc)Cl)NC(=O)[C@@H](Cc5ccc6ccccc6c5)NC(=O)C,True,False,LEAK,syntax (ring closure / parens / token),C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCC[NH2+]C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)N)NC(=O)[C@H](Cc2ccc(cc2)O)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](Cc3cccnc3)NC(=O)[C@@H](Cc4ccc(cc4)Cl)NC(=O)[C@@H](Cc5ccc6ccccc6c5)NC(=O)C
c1ccc(cc1)C(C6HC[NH3+]2CCCCC23)(cccccc)O,True,False,LEAK,syntax (ring closure / parens / token),c1ccc(cc1)C(C6HC[NH3+]2CCCCC23)(c3ccccc)O
c,True,False,LEAK,aromaticity / kekulization,c12ccc(cc1)C(=O8)c2ccc2c(c2N)CC(=O)N
CCCCC(=O)OCC(=O)[C@@]1(Cc2c(c(c3c(c2[O-])C(=O)c4c#ccc(c4C3=O)OC1)[O-])[C@H](C1)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O,True,False,LEAK,syntax (ring closure / parens / token),CCCCC(=O)OCC(=O)[C@@]1(Cc2c(c(c3c(c2[O-])C(=O)c4cccc(c4C3=O)OC)[O-])[C@H](C1)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O
CC(C)(C(=O)O)OC1=CC=C46(C=C1)CCNC(=O)C2=CC=C(C=C)Cl,True,False,LEAK,syntax (ring closure / parens / token),CC(C)(C(=O)O)OC1=CC=C6(C=C1)CCNC(=O)C2=CC=C(C=C)Cl
COc1ccc(c(c1)O)C(=O)c22ccccc2,True,False,LEAK,syntax (ring closure / parens / token),COc1ccc(c(c1)O)C(=O)c2ccccc2
c61ccnc(c1)nn(c2=O)CCC[NH+]3CCN(CC3)c4cccc(c4)Cl,True,False,LEAK,syntax (ring closure / parens / token),c61ccn2c(c1)nn(c2=O)CCC[NH+]3CCN(CC3)c4cccc(c4)Cl
CFOC(=O)CCCCCCCCC(C)ccccc1I,True,False,LEAK,syntax (ring closure / parens / token),CFOC(=O)CCCCCCCCC(C)1ccccc1I
C[N+]1(CCC7C1),True,False,LEAK,syntax (ring closure / parens / token),C[N+]1(CCC7C1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOsC)C4=CSC(=N4)N)SC2)C(O)[O-]
C[N+]1(C3CC7C)CC2=C(N3C(C(C3=O)NC(=O)C(=nNOC)C4=CSC(=N4)N)SC2)C(=O)[O-],True,False,LEAK,syntax (ring closure / parens / token),C[N+]1(C3CC7C)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C8)Cl,True,False,LEAK,syntax (ring closure / parens / token),CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
C2NC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C)NC(=O)NC=CC(=C(C=C3)Cl)C(F)(F)F,True,False,LEAK,syntax (ring closure / parens / token),CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C)NC(=O)NC=CC(=C(C=C3)Cl)C(F)(F)F
CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=SC(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC)C)OC,True,False,LEAK,syntax (ring closure / parens / token),CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
ccc(ccc1C(=O)NCC(=O)[O-])N,True,False,LEAK,syntax (ring closure / parens / token),c1cc(ccc1C(=O)NCC(=O)[O-])N
c1cnc25s3c(cc2C1)[n@@H3]4C[C@H]3C[NH2+]C4,True,False,LEAK,syntax (ring closure / parens / token),c1cnc25s3c(cc2n1)[C@@H3]4C[C@H]3C[NH2+]C4
c11c[nH]nc1CC[NH3+],True,False,LEAK,syntax (ring closure / parens / token),c1c[nH]nc1CC[NH3+]
CCC2CC=3=C(C13(CCN2CC=C(C)C)C)C=C(C=C3)O,True,False,LEAK,syntax (ring closure / parens / token),CCC2CC3=C(C13(CCN2CC=C(C)C)C)C=C(C=C3)O
[H]/[NH+]=C(/C=CC(=O)/C(=C\C=c2ccc(=C([NH+])N)cc2)/C=C1)\N,True,False,LEAK,syntax (ring closure / parens / token),[H]/[NH+]=C(/C1=CC(=O)/C(=C\C=c2ccc(=C([NH3+])N)cc2)/C=C1)\N
CN1CCC23C4C1CC5=C2C(=C(C=2C5)O)OC3C(C=C4)O,True,False,LEAK,syntax (ring closure / parens / token),CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=6C(C=CC(=C3)S(=O)(=O)O)S(=O)(=O)O,True,False,LEAK,syntax (ring closure / parens / token),CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=CC(=C3)S(=O)(=O)O)S(=O)(=O)O
C1=CC(=C2C(=CNCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NHCCNCCO,True,False,LEAK,syntax (ring closure / parens / token),C1=CC(=C2C(=CNCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
CNS(=O)(=O)CCc1ccc2c(c1)c(c[nH]2)CCC[7NH+](CC3)C,True,False,LEAK,syntax (ring closure / parens / token),CNS(=O)(=O)CCc1ccc2c(c1)c(c[nH]2)C3CC[NH+](CC3)C
[H]/[NH+]=C(/C=CC(=O)n-C(=C8C=ccc\c(=C([NH3+])N)cc2)/C=C1)\N,True,False,LEAK,syntax (ring closure / parens / token),[H]/[NH+]=C(/C=CC(=O)n-C(=C8C=c2cc\c(=C([NH3+])N)cc2)/C=C1)\N
C1COCC(=O)N1C2=CC=C(C=C2)N9CC(OC23=O)CNC(=O)C4=CC=CO(S4)Cl,True,False,LEAK,syntax (ring closure / parens / token),C1COCC(=O)N1C2=CC=C(C=C2)N9CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
CNC(=O)51=C=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC=CC(=C(C=C3)Cl)C(F)(F)F,True,False,LEAK,syntax (ring closure / parens / token),CNC(=O)51=3C=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC=CC(=C(C=C3)Cl)C(F)(F)F
CNC(=O)c491cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,True,False,LEAK,syntax (ring closure / parens / token),CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl
c1cc(ccc1c2cNc(o2)/C=N/c3CC(=O)NC3=O)[N+](=O)[O-],True,False,LEAK,aromaticity / kekulization,c1cc(ccc1c2ccc(o2)/C=N/N3CC(=O)NC3=O)[N+](=O)[O-]
c1ccc(cc1)C(SHC[NH4+]2CCCCC2)(c3ccccc)O,True,False,LEAK,syntax (ring closure / parens / token),c1ccc(cc1)C(CHC[NH3+]2CCCCC2)(c3ccccc)O
C=NC2=C(N1CCC(CO)CO)NC(NC2=O)N,True,False,LEAK,syntax (ring closure / parens / token),C1=NC2=C(N1CCC(CO)CO)NC(=NC2=O)N
COC9COC(=O)NCCCC[n@@H](C(=O)NCCCCCCCOP(=O)(C)O)NC(=O)OCCOC,True,False,LEAK,syntax (ring closure / parens / token),COC9COC(=O)NCCCC[C@@H](C(=O)NCCCCCCCOP(=O)(C)O)NC(=O)OCCOC
c1cc(ccc1c2c(c3ccc(c3s2)O)C(=Oo)c4ccc(cc4)OCC[NH+]5CCCCC5)O,True,False,LEAK,valence too high,c1cc(ccc1c2c(c3ccc(cc3s2)O)C(=O)c4ccc(cc4)OCC[NH+]5CCCCC5)O
CC(C)(C)C(C=CC1=C2=C(C=C1)OCO2)O,True,False,LEAK,valence too high,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O
CC(=O)N3c1c(c(c(c(c91I)NC(=O)C)I)C(=O)[O-])I,True,False,LEAK,syntax (ring closure / parens / token),CC(=O)Nc1c(c(c(c(c1I)NC(=O)C)I)C(=O)[O-])I
C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC2CC3C(C(CC(O3)(CC(CC(CC(CC(=O)CCCC(=O)CC(=O4)OC(C(C=CC=CC=CC=CC=CC=CC=C2)C)C(C)CC(C)C(CC(=O)c4ccc(cc4)N)O)O)O)O)O)O)C(=O)[O-])O)[NH3+])O,True,False,LEAK,syntax (ring closure / parens / token),C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC2CC3C(C(CC(O3)(CC(CC(CC(CC(=O)CCCC(=O)CC(=O)OC(C(C=CC=CC=CC=CC=CC=CC=C2)C)C(C)CC(C)C(CC(=O)c4ccc(cc4)N)O)O)O)O)O)O)C(=O)[O-])O)[NH3+])O
COC(=O)NC=NC2=C(N1)C=C(C=C2)(=O)C3=CC=CC=C3,True,False,LEAK,syntax (ring closure / parens / token),COC(=O)NC=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
C[NH2+3]/C(=C\[N+](=O)[9O-])/N,True,False,LEAK,valence too high,C[NH2+3]/C(=C\[N+](=O)[O-])/NCCSCc1ccc(o1)C[NH+](C)C
CCC1=NN(C(=O)N1CCOC2=CS=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C8)Cl,True,False,LEAK,syntax (ring closure / parens / token),CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C8)Cl
C1=CC(=CC=C1C#N)C(C2=7CC=C4(C=C2)3#N)N3C=NC=N3,True,False,LEAK,syntax (ring closure / parens / token),C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)3#N)N3C=NC=N3
C[C@@H](#C(=O)NCCs=CC(=C(C=C2C[C@H]1C(=O)O)OC)OCn)N[C@@H](CCC3=CC=CC=C3)C(=O)O,True,False,LEAK,syntax (ring closure / parens / token),C[C@@H](#C(=O)NCCs=CC(=C(C=C2C[C@H]1C(=O)O)OC)OC)N[C@@H](CCC3=CC=CC=C3)C(=O)O
CC[NH+](CCCC(C)-N5c1cc\[nH+]cc1ccc(c2)Cl)2CO,True,False,LEAK,syntax (ring closure / parens / token),CC[NH+](CCCC(C)-Nc1cc\[nH+]cc1ccc(c2)Cl)2CO
c1cnSc25s3c(cc2n1)[I@@H3]4C[C@H]3C[NH2+]C4,True,False,LEAK,syntax (ring closure / parens / token),c1cnc25s3c(cc2n1)[C@@H3]4C[C@H]3C[NH2+]C4
CNS(=O)(=O)CCc1ccc2H(c1)c(c[nH])C3CC[NH+](CC93)C,True,False,LEAK,syntax (ring closure / parens / token),CNS(=O)(=O)CCc1ccc2H(c1)c(c[nH])C3CC[NH+](CC3)C
C1C4(=O)NC2=C12C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,True,False,LEAK,syntax (ring closure / parens / token),C1CC(=O)NC2=C12C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
CCCCC\N(C)CCC(O)(P(=O)(O)O)P(=O)(O)6,True,False,LEAK,syntax (ring closure / parens / token),CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)6
CCC5COc1cc(cccN)C(=O)OCC[NH+]2(CC)CC,True,False,LEAK,syntax (ring closure / parens / token),CCCCOc1cc(ccc1N)C(=O)OCC[NH+]2(CC)CC
CN1C=NC=C1[C@@](C=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N,True,False,LEAK,syntax (ring closure / parens / token),CN1C=NC=C1[C@@](C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N
CC[C@@H](CO)NC(=O)[C@H]1C[NH+]([C@@H]2Cc3c[nH]c4csC(ccc4)2=C)C,True,False,LEAK,syntax (ring closure / parens / token),CC[C@@H](CO)NC(=O)[C@H]1C[NH+]([C@@H]2Cc3c[nH]c4csC(ccc4)C2=C)C
C5(=O)Nc/1c(c(c(c(c1I)NC(=O)C)I)C(=O)[O-])I,True,False,LEAK,syntax (ring closure / parens / token),C5(=O)Nc1c(c(c(c(c1I)NC(=O)C)I)C(=O)[O-])I
Cc1cccc(c1)C[NH+]2CCN(CC2)c(c3cCccc3)cccc(cc4)Cl,True,False,LEAK,syntax (ring closure / parens / token),Cc1cccc(c1)C[NH+]2CCN(CC2)C(c3ccccc3)cccc(cc4)Cl
